0.4279891	0.7850201	0.1972956	1.761805e-12	0.1344766
0.008171732	3.076256e-09	0.5329351	0.4321175	0.003015009
0.0004942045	5.640068e-05	0.1415201	0.9725707	0.1886478
0.4394267	0.3625232	6.152506e-16	0.7594804	3.278611e-05
3.992557e-08	0.9343312	0.6956011	0.0009158801	0.002396808
0.0007286296	0.1354611	0.9718235	0.1427055	0.2969582
0.1152113	5.43337e-11	0.6646436	0.0001442208	8.82494e-11
0.6242659	0.7702	0.003124248	0.001538866	1.994672e-05
0.1160434	0.9730752	0.3620154	0.2153024	0.2133472
7.069801e-11	0.9401304	0.007567268	1.708335e-07	0.7392871
0.9745875	0.004166398	0.002492285	2.665979e-06	0.6796174
0.9716521	0.01378981	0.2200632	0.4928567	1.676523e-11
0.4592178	0.0003097033	1.22017e-09	0.7542805	0.9012691
0.0009918218	3.120152e-05	2.02488e-05	0.8960251	0.9738578
0.2067401	0.9548572	0.08884499	1.665236e-14	0.6282236
0.001342658	1.650035e-08	0.9999873	0.9616801	0.0238882
1.669302e-06	3.017214e-05	0.1046651	NA	0.1000386
0.2057348	0.4200611	3.894149e-13	0.6085897	0.0001899363
1.557734e-08	0.3066355	0.5668762	5.663049e-05	0.0002673982
3.067485e-05	0.06889096	0.9738261	0.04506584	0.3236944
0.6148372	2.483782e-13	0.4181202	0.001999187	3.305256e-08
0.1892008	0.2070291	0.0006246882	0.001558429	7.506211e-06
0.07945859	0.9716533	0.02008649	0.1262696	0.6097936
5.112073e-16	0.4013627	0.0001834775	8.642688e-07	0.7019296
0.9917362	2.365944e-06	0.0002919093	7.77041e-05	0.09534505
0.9718216	0.07978022	0.5973645	0.3299014	1.617452e-10
0.7883457	0.001588776	6.240616e-08	0.8485425	0.4976682
0.0006008559	0.001581401	1.963386e-05	0.1364289	0.9738733
0.07562102	0.9834949	0.943272	1.996045e-09	0.6910934
0.001405812	1.472713e-08	0.8120839	0.1281776	0.001641827
0.009187259	6.400161e-06	0.1136732	0.973815	0.2191772
0.3016912	0.5204808	1.485809e-10	0.9311083	0.0009448631
3.683158e-09	0.3183191	0.7199207	0.0001003139	0.0003666901
2.475143e-07	0.08804487	0.9738272	0.0205759	0.1258032
0.8625833	2.085124e-14	0.8169657	0.0003168461	4.381646e-08
0.4749295	0.4393055	0.000316118	0.00348488	2.265015e-07
0.09765453	0.9737118	0.02269136	0.1206818	0.3850875
2.28213e-18	0.8727413	0.0007651665	2.6674e-07	0.7910956
0.2922128	1.210557e-05	0.0004336178	0.0001260858	0.09661805
0.9737616	0.0481051	0.2990787	0.6148484	1.072818e-12
0.4241992	0.002001506	8.987008e-08	0.2854454	0.2078524
0.000354089	0.0007263523	6.620038e-06	0.08505962	0.9716465
0.02736144	0.6745621	0.8879912	5.269836e-12	0.9137684
0.007971031	5.462764e-08	0.1703831	0.3613084	0.001385085
0.001440956	7.192688e-07	0.07352136	0.9717757	0.1235808
0.6484986	0.2695237	3.255871e-12	0.9793706	0.001111355
1.590478e-09	0.3067565	0.314218	0.0006566485	0.001027528
1.113844e-06	0.1084607	0.9738814	0.08196546	0.2121266
0.8570833	9.815658e-16	0.9318374	0.002263043	3.600045e-07
0.9335674	0.7074755	0.0003938115	0.001336178	6.31275e-06
0.1059645	0.9717028	0.004321218	0.06188482	0.2688408
3.979413e-18	0.8964803	0.007905209	6.618005e-06	0.4706067
0.6832504	0.002502833	0.0003149914	4.656961e-07	0.1003734
0.9734808	0.07277075	0.4860474	0.4560574	1.970262e-12
0.5735689	0.003196487	2.097153e-09	0.9749201	0.8580274
0.001043454	0.0005043648	0.000467921	0.1223783	0.9718268
0.687633	0.1391015	0.3092705	2.638485e-11	0.7266236
0.02118778	3.116943e-10	0.9632942	0.4480199	0.001690715
0.002865381	2.777821e-05	0.09473377	NA	0.05068111
0.8509401	0.3942066	1.102881e-09	0.1587844	0.0002509029
1.334756e-08	0.5575652	0.7522148	0.01701435	7.318671e-05
1.012566e-06	0.1312247	0.973849	0.07648	0.2384782
